user_genome	Kingdom	Phylum	Class	Order	Family	Genus	Species
FDZ076-BkWG0-2.bin.217	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	JADFQT01	JADFQT01 sp022561675
FDZ058-Be4-6.bin.558	Bacteria	Pseudomonadota	Alphaproteobacteria	JAAXGF01	JAAXGF01		
FDZ070-GBeBe20-22.bin.69	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845		
FDZ071-WW10-12.bin.252	Bacteria	Patescibacteria	Gracilibacteria	JAUYGZ01	JAUYGZ01	JAUYGZ01	
FDZ031YE5-10.bin.339	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales			
FDZ081-YWG26-28.bin.213	Bacteria	Patescibacteria	Doudnabacteria	UBA920	2-01-FULL-50-11		
FDZ081-YBaR2-4.bin.531	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SM23-30		
FDZ074-GRW14-16.bin.2	Bacteria	Patescibacteria	Paceibacteria	UBA9973	JADFSL01	JADFSL01	
FDZ071-RRG2-4.bin.382	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	JADFQT01	
FDZ051-Be6-8.bin.195	Bacteria	Patescibacteria	Paceibacteria	UBA6257	GWB1-50-10		
FDZ054-RG0-2.bin.663	Bacteria	Acidobacteriota	Terriglobia	2-12-FULL-54-10	2-12-FULL-54-10	JADFGZ01	
FDZ033-YG2-4.bin.210	Bacteria	Chloroflexota	Dehalococcoidia	UBA1151	JAJCYX01		
FDZ071-WW16-18.bin.45	Bacteria	Patescibacteria	ABY1	UBA1558	2-01-FULL-52-15		
FDZ066-BUG2-4.bin.80	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Emcibacteraceae	Paremcibacter	
FDZ072-GRR0-2-26.bin.298	Bacteria	Pseudomonadota	Alphaproteobacteria	JAAXGF01	JAAXGF01		
FDZ066-BawG2-4.bin.297	Bacteria	Chloroflexota	Dehalococcoidia	UBA2985	UBA2985	VEXC01	
FDZ0383-4.bin.347	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae		
FDZ071-WGBa20-22.bin.278	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	JADFJS01	
FDZ071-RRG12-14.bin.42	Bacteria	Patescibacteria	Microgenomatia	Woykebacterales	RBG-16-39-9b	JACZRW01	
FDZ070-RYBk12-14.bin.287	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138		
FDZ041-Be15-20.bin.635	Bacteria	Acidobacteriota	Thermoanaerobaculia	Multivoradales			
FDZ077-WuWW18-20.bin.235	Bacteria	Marinisomatota	SORT01	SORT01	SORT01	SORT01	
FDZ069-R30-2.bin.992	Bacteria	Patescibacteria	Microgenomatia	Woykebacterales	RBG-16-39-9b	JACZRW01	
FDZ074-WRR4-6.bin.126	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	JACZQN01	JACZQN01 sp022545705
FDZ070-GBkY26-28.bin.78	Bacteria	Planctomycetota	MHYJ01	MHYJ01			
FDZ058-Be12-14.bin.212	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	Casp-alpha2	Casp-alpha2	
FDZ077-WuWW18-20.bin.48	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae		
FDZ076-YWWu0-2.bin.586	Bacteria	Pseudomonadota	Alphaproteobacteria	JAPYRI01	JAPYRI01		
FDZ071-WW6-8.bin.436	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Bythopirellula	
FDZ070-RYBk22-24.bin.424	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	JASLLZ01	JASLLZ01	
FDZ071-WGBa18-20.bin.257	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SM23-30	JANQJS01	
FDZ039-Y4-6.bin.214	Bacteria	SAR324	SAR324	SAR324	JACQKK01	JAPUIH01	
FDZ069-WuWuWu10-12.bin.170	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	01-FULL-49-22b	
FDZ071-WW6-8.bin.723	Bacteria	Elusimicrobiota	Elusimicrobia	UBA1565	UBA1565		
FDZ071-BaYG14-16.bin.86	Bacteria	Patescibacteria	Paceibacteria	UBA9973	JACZSL01	JACZSL01	
FDZ070-RYBk8-10.bin.160	Bacteria	Verrucomicrobiota	Kiritimatiellia	UBA8416			
FDZ076-RGWu14-16.bin.388	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495		
FDZ070-WuWW20-22.bin.345	Bacteria	Patescibacteria	Paceibacteria	RBG-13-40-8-A			
FDZ062-GYBk8-10.bin.348	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA11579	QWJF01	
FDZ066-YBuR4-6.bin.165	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	CCMP332		
FDZ070-GBkY24-26.bin.237	Bacteria	Patescibacteria	Paceibacteria	UBA6257	Colwellbacteraceae	2-02-FULL-45-11	
FDZ053-N2-4.bin.97	Bacteria	Pseudomonadota	Alphaproteobacteria	JAAXGF01	JAAXGF01		
FDZ071-RRG2-4.bin.396	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	PRS1	PRS1 sp003709165
FDZ053-RBk14-16.bin.359	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	VRUG01	
FDZ070-GBeBe14-16.bin.281	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA6429	UBA6429		
FDZ070-GBkY8-10.bin.472	Bacteria	Patescibacteria	UBA1384	2-12-FULL-50-11	2-12-FULL-50-11	BOKZ01	
FDZ036-Y0-2.bin.281	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Idiomarina	Idiomarina aquatica
FDZ060-GRRNs.bin.374	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	CAJWER01	CAJWER01	
FDZ074-WuYW16-18.bin.137	Bacteria	Desulfobacterota_D	UBA1144	UBA2774	UBA2774	CR02bin9	CR02bin9 sp004356555
FDZ061-WW26-28.bin.97	Bacteria	SAR324	SAR324	SAR324	JACQKK01	JACZRV01	
FDZ066-BawG0-2.bin.1299	Bacteria	ARS69	ARS69	ARS69	ARS69	BQJX01	
FDZ076-WWWu0-2.bin.456	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NVTR01	
FDZ081-RRR2-4.bin.101	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JADFSH01	
FDZ076-YW-A16-18.bin.202	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	
FDZ033-YG2-4.bin.372	Bacteria	Myxococcota_A	UBA9160	UBA9160	UBA4427		
FDZ072-WuWW8-10.bin.47	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	JAFGLZ01		
FDZ077-WuWW12-14.bin.304	Bacteria	Patescibacteria	Gracilibacteria	JAHISY01	JAHISY01		
FDZ070-WuBeBe20-23.bin.429	Bacteria	Lernaellota	Lernaellaia	JACKCT01	JACKCT01		
FDZ077-WuWW14-16.bin.393	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	RBG-13-36-15	RBG-13-36-15	RBG-13-36-15 sp011050465
FDZ081-WBaG20-22.bin.32	Bacteria	Patescibacteria	Microgenomatia	Woykebacterales	RBG-16-39-9b		
FDZ070-WuBeBe14-16.bin.286	Bacteria	Patescibacteria	Paceibacteria	Spechtbacterales	JACPHP01		
FDZ058-Be8-10.bin.366	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA2135		
FDZ058-Be2-4.bin.922	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	JADFRH01	
FDZ054-Be14-16.bin.38	Bacteria	Patescibacteria	Paceibacteria	UBA6257	UBA11618	UBA11618	
FDZ033-YG2-4.bin.448	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae		
FDZ064-GR14-16.bin.120	Bacteria	Marinisomatota	SORT01	SORT01	SORT01	SORT01	
FDZ066-YBuR2-4.bin.455	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	JADFJS01	
FDZ076-BkWG12-14.bin.217	Bacteria	Myxococcota_A	UBA9160	UBA9160	SMWR01	JACZVU01	
FDZ033-GG0-2.bin.1275	Bacteria	Acidobacteriota	Polarisedimenticolia	Polarisedimenticolales	Polarisedimenticolaceae		
FDZ076-BkWG26-28.bin.592	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	JALJPB01	
FDZ074-WuWW0-2.bin.241	Bacteria	Bacteroidota	Kapaibacteriia	Kapaibacteriales	UBA2268	JAJRPT01	
FDZ076-WWWu0-2.bin.672	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	JACZXQ01	
FDZ046-Be2-4.bin.423	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845		
FDZ050-RBk14-16.bin.8	Bacteria	Patescibacteria	Paceibacteria	JACROR01			
FDZ081-BeBeG2-4.bin.64	Bacteria	Patescibacteria	Paceibacteria	UBA9973	Zambryskibacteraceae	UBA5004	
FDZ064-YGR6-8.bin.177	Bacteria	Patescibacteria	Paceibacteria	UBA9973	JABMNX01		
FDZ043-RG16-18.bin.352	Bacteria	Zixibacteria	MSB-5A5	GN15	FEB-12		
FDZ072-WuWY2-4.bin.72	Bacteria	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	JAADHU01	
FDZ070-RYBk4-6.bin.129	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	SZUA-36	SZUA-36	
FDZ033-YG2-4.bin.287	Bacteria	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	JADFGH01	
FDZ033-Bk0-2.bin.282	Bacteria	Chloroflexota	Dehalococcoidia	UBA2963	UBA2963	CALGTL01	
FDZ060-HbY24-26.bin.11	Bacteria	Omnitrophota	Koll11	Aquiviventales	Aquiviventaceae		
FDZ074-WuWW16-18.bin.46	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Aquabacterium	Aquabacterium sp913773725
FDZ033-YG0-2.bin.63	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	JAAKFQ01	JAAKFQ01	
FDZ061-WW4-6.bin.135	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	JADFMN01	
FDZ054-RG20-22.bin.62	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA1141	
FDZ070-GBkY26-28.bin.231	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	GCA-2746185	JASJYE01	
FDZ072-GRW4-6.bin.13	Bacteria	Patescibacteria	Paceibacteria	UBA9973	JABMNX01		
FDZ058-Be4-6.bin.79	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	JAJRSP01	
FDZ076-RGWu30-32.bin.89	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Bythopirellula	
FDZ041-Be15-20.bin.831	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	RBG-13-36-15	JACZRI01	
FDZ0381-2.bin.891	Bacteria	Chloroflexota	Dehalococcoidia	UBA2979	UBA2979		
FDZ076-WWWu0-2.bin.865	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae		
FDZ046-Be10-12.bin.47	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	
FDZ043-RG2-4.bin.203	Bacteria	Chloroflexota	Dehalococcoidia	UBA2963	UBA2963	JADFRC01	
FDZ076-WWWu22-24.bin.5	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae		
FDZ076-YW-C2-4.bin.275	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	VA-1	JADFGI01	JADFGI01 sp022567815
FDZ066-ww18-20.bin.87	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyribacter	Butyribacter hominis
FDZ074-WuYW8-10.bin.216	Bacteria	Acidobacteriota	Polarisedimenticolia	SMYD01	SMYD01	SMYD01	SMYD01 sp027295805
FDZ074-WRR10-12.bin.68	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	TS1B11	JADFSS01	
FDZ071-RRG26-28.bin.571	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	JADFPI01	
FDZ069-WuWuWu2-4.bin.69	Bacteria	Pseudomonadota	Alphaproteobacteria	Kiloniellales	J153	JACZVL01	JACZVL01 sp022572685
FDZ070-WuWY18-20.bin.23	Bacteria	Elusimicrobiota					
FDZ064-GR12-14.bin.11	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	JADFRH01	
FDZ033-RR2-4.bin.622	Bacteria	Planctomycetota	UBA1135	UBA2386	UBA2386	JAJFFD01	
FDZ077-WuWW18-20.bin.314	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA2162		
FDZ043-RG8-10.bin.465	Bacteria	Marinisomatota	SORT01	SORT01	SORT01	SORT01	
FDZ074-WuRG18-20.bin.141	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	GCA-2746185	JASJYE01	
FDZ053-RBk4-6.bin.306	Bacteria	SAR324	SAR324	SAR324	JACQKK01	JACZRV01	
FDZ071-RRG26-28.bin.296	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	UBA822	UBA822 sp022563405
FDZ069-GRR10-12.bin.139	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JADFNO01	
FDZ050-RBk10-12.bin.12	Bacteria	Chloroflexota	Dehalococcoidia	UBA1151	UBA1328	UBA1328	
FDZ046-RG6-8.bin.265	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	UBA9611 sp022573285
FDZ070-GBkY24-26.bin.103	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	Casp-alpha2	Casp-alpha2	
FDZ058-Be2-4.bin.495	Bacteria	Patescibacteria	Paceibacteria	UBA9973	JACZSL01	JANQMM01	
FDZ050-RBk16-18.bin.429	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	Anaerohalosphaeraceae		
FDZ064-RRG6-8.bin.348	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales			
FDZ033-GG2-4.bin.143	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Actinomarina	
FDZ061-WW16-18.bin.445	Bacteria	Planctomycetota	Phycisphaerae	JAAYCJ01			
FDZ058-Be18-20.bin.408	Bacteria	Patescibacteria	ABY1	SG8-24	UBA9568		
FDZ062-WuWW16-18.bin.1	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	B3T1B10	B3T1B10 sp022566515
FDZ077-WuWW4-6.bin.14	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	GCA-2746185	GCA-2746185	
FDZ072-GRW2-4.bin.110	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	CAJWER01	CAJWER01	
FDZ066-ww12-14.bin.209	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	
FDZ077-WuWW18-20.bin.643	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	JAUVZA01	JAUVZA01	
FDZ039-Y8-10.bin.150	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	UBA2987	JAJFLU01	
FDZ076-WWWu0-2.bin.648	Bacteria	Patescibacteria	ABY1	Buchananbacterales	UBA6539	UBA6539	
FDZ064-GR0-2.bin.131	Bacteria	Zixibacteria	MSB-5A5	JAUVRN01	JAUVRN01		
FDZ043-RG6-8.bin.317	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	E44-bin32	JADFRG01	
FDZ076-RGWu26-28.bin.424	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	01-FULL-49-22b	
FDZ070-GBkY24-26.bin.465	Bacteria	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	B3-G11	
FDZ046-Y4-6.bin.167	Bacteria	Chloroflexota	Dehalococcoidia	UBA2963	UBA2963	JADFRC01	
FDZ054-Be22-24.bin.47	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA1141	
FDZ036-RY0-2.bin.586	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Bin80		
FDZ044-RBk10-12.bin.228	Bacteria	Pseudomonadota	Alphaproteobacteria	MPNO01			
FDZ072-Wu22-24.bin.40	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138	UBA1123	
FDZ051-Be6-8.bin.176	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	JADFQT01	
FDZ033-YG2-4.bin.88	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	PALSA-1355		
FDZ076-RGWu28-30.bin.243	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA1141	
FDZ033-YG2-4.bin.425	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	JADFMZ01	
FDZ054-Be14-16.bin.39	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	RBG-13-36-15	JACZRI01	
FDZ070-WuWY12-14.bin.274	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	SMXR01	JACZSK01	
FDZ074-GRW12-14.bin.9	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	TS1B11	JADFSS01	JADFSS01 sp022560655
FDZ064-BaGW12-14.bin.412	Bacteria	Chloroflexota	Dehalococcoidia	UBA2963	UBA2963	JADFRC01	JADFRC01 sp022574265
FDZ046-Be18-20.bin.93	Bacteria	Patescibacteria	Microgenomatia	Woykebacterales	RBG-16-39-9b	JACZRW01	
FDZ070-WuWY0-2.bin.225	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	UBA2589	UBA2589 sp022564535
FDZ058-Be8-10.bin.83	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	OFTM174	
FDZ058-Be6-8.bin.95	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138	Casp-Chloro-G4	
FDZ081-YWG26-28.bin.455	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	GCA-002770795	21-14-all-40-8	
FDZ070-RYBk6-8.bin.521	Bacteria	Patescibacteria	ABY1	SG8-24	DYFX01		
FDZ076-Wu6-8.bin.147	Bacteria	Planctomycetota	UBA1135	UBA1135	UBA1135		
FDZ056-Be2-4.bin.197	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	SMXR01	JADFIA01	JADFIA01 sp022566895
FDZ072-WuWY6-8.bin.93	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	JAUHXS01		
FDZ053-RBk10-12.bin.183	Bacteria	Pseudomonadota	Alphaproteobacteria	MPNO01	UBA2964		
FDZ074-WuYW18-20.bin.105	Bacteria	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JACZST01	
FDZ076-BkWG16-18.bin.280	Bacteria	Chloroflexota	Dehalococcoidia	UBA2985			
FDZ050-RBk0-2.bin.480	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NORP154		
FDZ050-RBk14-16.bin.25	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae		
FDZ070-WuRG4-6.bin.388	Bacteria	Patescibacteria	Paceibacteria	UBA6257	GWB1-50-10		
FDZ064-RWG8-10.bin.33	Bacteria	Patescibacteria	Paceibacteria	UBA9973			
FDZ033-YBk0-2.bin.132	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	JADFQT01	
FDZ070-RYBk8-10.bin.189	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	UBA1924	JADFGU01	JADFGU01 sp022563015
FDZ074-WuWW0-2.bin.247	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	JANBVJ01	
FDZ066-YBuR0-2.bin.347	Bacteria	Chloroflexota	Dehalococcoidia	Plut-88900	Plut-88900	JACZVB01	JACZVB01 sp022566235
FDZ074-WuWW18-20.bin.186	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02		
FDZ058-Be18-20.bin.606	Bacteria	Patescibacteria	Paceibacteria	2-01-FULL-47-10			
FDZ062-GYBe14-16.bin.2	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	JADFRH01	
FDZ053-RBk0-2.bin.370	Bacteria	Omnitrophota	Koll11	Zapsychrales	Zapsychraceae	2-02-FULL-52-10	
FDZ070-GBkY20-22.bin.46	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	Io17-Chloro-G2	
FDZ071-RRG34-36.bin.58	Bacteria	Patescibacteria	Paceibacteria	Spechtbacterales	2-12-FULL-38-22		
FDZ054-RG14-16.bin.61	Bacteria	Zixibacteria	MSB-5A5	GN15	FEB-12	JACZWU01	
FDZ062-GYBe14-16.bin.99	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	PRS1	
FDZ066-ww12-14.bin.212	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138		
FDZ070-WuBeBe16-18.bin.367	Bacteria	Patescibacteria	Paceibacteria	UBA9973	JABMNX01		
FDZ074-GRR0-2.bin.808	Bacteria	Marinisomatota	SORT01	SORT01	SORT01	SORT01	
FDZ039-Y4-6.bin.348	Bacteria	Omnitrophota	Koll11	Aquiviventales	Aquiviventaceae		
FDZ076-BkWG18-20.bin.210	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	
FDZ060-GBkWNs.bin.266	Bacteria	Chloroflexota	Dehalococcoidia	DSTF01	RBG-16-68-14		
FDZ071-RRR16-18.bin.422	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	01-FULL-49-22b	
FDZ039-Y2-4.bin.181	Bacteria	Planctomycetota	Phycisphaerae	UBA1845			
FDZ076-BkWG24-26.bin.175	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	01-FULL-49-22b	
FDZ052-G0-2.bin.50	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	JADFIX01	
FDZ070-RYBk22-24.bin.56	Bacteria	SAR324	SAR324	SAR324	JACQKK01	JACZSY01	
FDZ063-WW0-2.bin.551	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JADFSH01	
FDZ064-GR12-14.bin.237	Bacteria	Elusimicrobiota	Elusimicrobia	UBA1565	UBA1565		
FDZ058-Be0-2.bin.134	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	JAUYMI01	
FDZ071-RRG10-12.bin.141	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	JAFGLZ01		
FDZ070-GBkY24-26.bin.395	Bacteria	Elusimicrobiota	Elusimicrobia	UBA1565	UBA1565		
FDZ041-Be15-20.bin.45	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	JAAKFF01	JAAKFF01 sp011065165
FDZ046-Be6-8.bin.393	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales			
FDZ054-RG8-10.bin.34	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	TS1B11	TS1B11	
FDZ0381-2.bin.417	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JAAELP01	
FDZ072-WuWY6-8.bin.290	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02		
FDZ044-RBk10-12.bin.137	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thermohalobaculum	
FDZ076-RGWu20-22.bin.11	Bacteria	Nitrospirota	Nitrospiria	JACQBZ01	JACQBZ01		
FDZ033-YG2-4.bin.620	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	SMXR01	SMXR01	
FDZ076-BkWG14-16.bin.270	Bacteria	Patescibacteria	Paceibacteria	UBA11713	2-01-FULL-45-33		
FDZ052-G4-6.bin.47	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	UBA1924	JADFGU01	
FDZ070-GBkY26-28.bin.281	Bacteria	Nitrospinota	UBA7883	JACRGQ01			
FDZ072-RYBk0-2.bin.464	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NORP154		
FDZ070-GBkY24-26.bin.481	Bacteria	Chloroflexota	Dehalococcoidia	UBA2963	UBA2963	CALGTL01	
FDZ046-Be2-4.bin.414	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	JADFQT01	
FDZ062-WuWR0-2.bin.327	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	E44-bin32	JADFRQ01	JADFRQ01 sp022561215
FDZ076-RRW4-6.bin.208	Bacteria	Patescibacteria	Paceibacteria	JACQLN01			
FDZ061-WW30-32.bin.121	Bacteria	Omnitrophota	Koll11	Gorgyraeales	Gorgyraeaceae	JAHIPS01	
FDZ053-RBk10-12.bin.543	Bacteria	Verrucomicrobiota	Kiritimatiellia	JAAZAB01	JAAZAB01		
FDZ046-Be12-14.bin.193	Bacteria	Planctomycetota	Phycisphaerae	UBA1845			
FDZ046-Y6-8.bin.492	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales			
FDZ061-WW24-26.bin.440	Bacteria	Patescibacteria	ABY1	BM507	JAQTRU01		
FDZ070-GBkYWu.bin.17	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	Io17-Chloro-G2	Io17-Chloro-G2 sp022562335
FDZ070-WuRG8-10.bin.35	Bacteria	Patescibacteria	Paceibacteria	UBA9973	21-14-all-47-15		
FDZ076-WWWu0-2.bin.82	Bacteria	Bdellovibrionota	UBA2394				
FDZ046-Y4-6.bin.315	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	GCA-020348265	
FDZ054-RG12-14.bin.11	Bacteria	Patescibacteria	Paceibacteria	UBA6257	GWB1-50-10		
FDZ060-GRRNs.bin.870	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	SZUA-36	SZUA-36	
FDZ053-RBk4-6.bin.407	Bacteria	Bacteroidota	Bacteroidia	NS11-12g	UBA9320		
FDZ061-WW6-8.bin.317	Bacteria	KSB1	UBA2214	CR04bin15	N075bin58	N075bin58	
FDZ076-GGR14-16.bin.169	Bacteria	Sumerlaeota	Sumerlaeia	MVZB01	JAJFLK01		
FDZ056-Be2-4.bin.124	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	E44-bin32	JADFRG01	JADFRG01 sp022561385
FDZ074-WuYW14-16.bin.59	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	TS1B11	JACZSB01	JACZSB01 sp022574435
FDZ039-YBe4-6.bin.179	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudidiomarina	Pseudidiomarina sp018222985
FDZ033-YG2-4.bin.78	Bacteria	Acidobacteriota	Vicinamibacteria	Marinacidobacterales	SMYC01	CAMYKY01	
FDZ071-WW14-16.bin.137	Bacteria	Patescibacteria	Paceibacteria	UBA6257	Colwellbacteraceae	2-02-FULL-45-11	
FDZ076-WRG8-10.bin.385	Bacteria	Pseudomonadota	Alphaproteobacteria	JAAXGF01	JAAXGF01	JADFMW01	JADFMW01 sp022563655
